Mbh		 abh		 AMexp		  Mexp		 filename		 tff			 Md			 Mco			 Rexp			  MHe_form			  AMfinal_He_form			 R_He_form			  Omega_mean_He_form			  MHe_dep			  AMfinal_He_dep			 R_He_dep			  Omega_mean_He_dep			 Eacc
7.363e+01	2.733e-01	1.297e+52	73.68047523776427	150/LOGS/profile29	60.44256667429661	2.288e-03	60.645793358714684	0.8186577788378228	76.91096463679617	2.132e+52	3.0461319031258456	4.494007773179246e-05	73.77874582737618	1.330e+52	2.783646075871501	5.971774061446962e-05	3.318e+50
7.544e+01	2.714e-01	1.347e+52	75.4887084490521	151/LOGS/profile34	93.36789264337881	2.148e-03	63.33011892432654	0.7994368051586843	78.9080228483076	2.196e+52	3.019394424258312	4.392991653578334e-05	75.5972152430732	1.383e+52	2.757161276333839	5.8641185098260215e-05	2.524e+50
4.115e+00	3.065e-01	4.797e+50	4.972557917669754	152/LOGS/profile8	89.30310420008725	1.112e-02	3.0201783039570076	1.4320460156643482	4.999591841522343	5.695e+50	1.9670824152856106	0.0003732922146998592	4.987552902391944	5.575e+50	1.9670824152856106	0.0005490905730975499	1.791e+51
5.992e+00	3.605e-01	7.038e+50	6.928815426087346	153/LOGS/profile17	67.31679037922456	1.109e-02	4.731574712182733	1.356271520535469	6.998883529406936	9.615e+50	1.356271520535469	0.0002979754742119036	6.973684129744724	9.317e+50	1.356271520535469	0.0004383156679188515	3.296e+51
7.817e+00	4.306e-01	1.062e+51	8.892801651723127	154/LOGS/profile92	47.21735272784819	1.862e-02	6.4191255954361734	0.9597454168726787	8.998218438438538	1.409e+51	1.2876410447067728	0.0002526299848355905	8.94950223813195	1.342e+51	1.2876410447067728	0.0003825788954612741	6.815e+51
9.509e+00	5.059e-01	1.606e+51	10.873799904398336	155/LOGS/profile21	37.86573757214331	3.210e-02	8.19807904622218	0.8553922594088125	10.996749928342735	1.914e+51	1.015014023883897	0.00022295182004065887	10.922977387504757	1.802e+51	0.9195830554024673	0.0003421273349018813	1.471e+52
1.128e+01	5.148e-01	2.155e+51	12.847714470614227	156/LOGS/profile11	38.110002965384645	4.129e-02	9.898810878692629	0.7638783231937427	12.996775018613524	2.445e+51	1.1163790585788138	0.00019950946051208187	12.885995856355867	2.262e+51	1.0101484292285563	0.00031206684843738	1.982e+52
1.308e+01	5.438e-01	2.642e+51	14.804240254673054	157/LOGS/profile79	34.849373619527995	3.510e-02	11.711527130178242	0.7764923758770427	14.995842134070582	3.003e+51	1.2148059879276532	0.00018106611261676437	14.812146256971932	2.665e+51	1.0324237622549257	0.00033611533258921404	3.001e+52
1.495e+01	5.429e-01	3.119e+51	16.750830413813233	158/LOGS/profile100	36.27180776480877	3.993e-02	13.219951759002766	0.6796952111225297	16.993429521561506	3.603e+51	1.2988517315540358	0.0001669316973025732	16.796309683906625	3.232e+51	1.176398248328058	0.0002604279234250215	3.511e+52
1.685e+01	5.471e-01	3.615e+51	18.69631407836661	159/LOGS/profile22	37.540838159862524	3.675e-02	14.823251764193985	0.6793226726927837	18.99164565763631	4.232e+51	1.3777808896840542	0.00015547214262103204	18.744379965858226	3.742e+51	1.2511132824148015	0.00024359804434937512	4.075e+52
1.879e+01	5.820e-01	4.107e+51	20.622967447600452	160/LOGS/profile22	34.70741565239732	2.629e-02	16.86232985618917	0.6913219974189414	20.9907688273516	4.919e+51	1.4634995854811956	0.000146779607399985	20.67012681111026	4.238e+51	1.3004871641222768	0.0002415905267300502	6.197e+52
2.080e+01	5.837e-01	4.606e+51	22.552326308715138	161/LOGS/profile4	36.28463846348427	2.272e-02	18.835882356296263	0.719829466892095	22.990383894886428	5.613e+51	1.542558596882612	0.0001382669719397368	22.611541684876226	4.776e+51	1.372306410241844	0.00022900023151709522	6.211e+52
2.285e+01	5.946e-01	5.141e+51	24.481733591917205	162/LOGS/profile7	39.61573804976883	2.275e-02	20.915177781204825	0.7052697523308704	24.98868283510929	6.355e+51	1.6124418380498342	0.00013190298137766515	24.550277894988884	5.348e+51	1.4478542074051106	0.0002135730813698663	5.953e+52
2.478e+01	5.767e-01	5.775e+51	26.44480300022491	163/LOGS/profile83	44.58358484713964	2.192e-02	21.531847823232845	0.7725999001750266	26.98706545846159	7.089e+51	1.6783668180305853	0.0001254743222079589	26.470629470341017	5.864e+51	1.5058416558364895	0.0002011790243375052	5.424e+52
2.694e+01	5.924e-01	6.161e+51	28.339593373872408	164/LOGS/profile4	46.21602583371654	2.054e-02	24.88360086003841	0.7178009783478192	28.98500157846787	7.767e+51	1.7416300405727774	0.00011875328124356806	28.403376791723858	6.366e+51	1.571422374814379	0.00019123109029627736	4.677e+52
2.893e+01	5.922e-01	6.800e+51	30.274909412821213	165/LOGS/profile95	48.82120704469368	1.819e-02	26.48771583145442	0.781727532273084	30.982878073321537	8.591e+51	1.7913033089406463	0.00011454855991184631	30.302725637375158	6.900e+51	1.6022685689504346	0.00018375720359898776	4.439e+52
3.099e+01	5.793e-01	7.147e+51	32.164505578837385	166/LOGS/profile99	53.96596723650059	1.664e-02	28.46511868823081	0.7764745487940741	32.98144636293091	9.303e+51	1.8827814129037101	0.00010911744432613156	32.24064933986213	7.403e+51	1.6935529902101583	0.0001726959510200167	3.480e+52
3.296e+01	5.702e-01	7.638e+51	34.07868544180265	167/LOGS/profile5	37.93590840015708	1.962e-02	28.33993018173851	0.7645573602958892	34.978618014353486	1.006e+52	1.9430458408116573	0.0011713775977588833	34.1591667882589	7.916e+51	1.7497773276514257	0.0011713775977588833	3.420e+52
