Mbh,abh,AMexp,Mexp,filename,tff,Md,Mco,Rexp,MHe_form,AMfinal_He_form,R_He_form,Omega_mean_He_form,MHe_dep,AMfinal_He_dep,R_He_dep,Omega_mean_He_dep,Omega_mean_exp,Mc12_dep,AM_c12_dep,R_c12_dep,Omega_c12_dep,Eacc
30.3,0.2502,2.009e+51,30.308934698536948,51/LOGS/profile27,116.16362656497544,0.0005059,25.86272763844075,0.8391201761527609,30.98343358826417,2.519e+51,1.817216750946176,0.0003992373223428,30.37495657802367,2.071e+51,1.6281361770590024,0.0003992373223428,0.0008610801954799,30.308934887156447,2.009e+51,0.8583432717786146,0.0005830090483378,6.277e+49
36.07,0.2166,2.456e+51,36.071412595125054,54/LOGS/profile45,164.18646610816057,0.0002722,24.49403475502181,1.0394649849518178,36.97608230709847,3.174e+51,2.0050345590420973,0.0003525739945702,36.13510135198967,2.5200000000000003e+51,1.7961156050979523,0.0003525739945702,0.0006014471132409,36.07141288230464,2.456e+51,1.1301497665792004,0.0004737898315608,2.011e+49
43.7,0.1866,3.094e+51,43.70471229448702,58/LOGS/profile46,190.4900906880621,7.313e-05,38.96060449690575,0.9861555180255692,44.96553037760265,4.124e+51,2.199200195049994,2.5892145327323735e-05,43.74663348035167,3.1390000000000004e+51,1.9694777623961377,3.935411967295019e-05,0.0006675835862305,43.7047143745341,3.094e+51,1.019654509760747,0.0004227953127349,2.5729999999999998e+48
49.4,0.168,3.5330000000000004e+51,49.39566821800629,61/LOGS/profile36,195.68380425601208,1.843e-05,44.24924884578093,0.964140922946269,50.956847114093065,4.852e+51,2.360441596431058,2.342450279586444e-05,49.4430854983271,3.5860000000000004e+51,2.1145370797121723,3.520325799711889e-05,0.0005910227290625,49.39566866984255,3.5330000000000004e+51,0.964140922946269,0.0003788430397813,4.2570000000000005e+47
51.31,0.1593,3.644e+51,51.31514609911208,62/LOGS/profile76,81.98126915061457,0.0001011,45.49912821533782,0.5096944525317881,52.95634590307978,5.0950000000000005e+51,2.45802387973052,0.0002133706375824,51.37736017717042,3.717e+51,2.2260593059356952,0.0002133706375824,0.0009812089356977,51.31514635901528,3.644e+51,1.0160450096103102,0.0003491021817762,1.022e+48
53.2,0.1586,3.848e+51,53.19843872569522,63/LOGS/profile32,174.24457473563533,6.583e-06,47.41101801783946,0.8655706546394547,54.95230996495488,5.378e+51,2.4833420412808067,2.230525934578025e-05,53.25702531615711,3.914e+51,2.255244243189274,3.263857477803819e-05,0.0005673333987367,53.19843921959112,3.848e+51,0.9900395209145564,0.0003542688242571,1.1650000000000002e+47
62.62,0.1311,4.5080000000000005e+51,62.61594263806825,68/LOGS/profile36,0.0,0.0,55.39429102643686,0.6369593359897303,64.93581328094163,6.645000000000001e+51,2.748251423275978,1.963781449050916e-05,62.6870685431866,4.591e+51,2.501272159088645,2.7631827147190595e-05,0.0007295969943235,62.615942816368864,4.5080000000000005e+51,1.0912125530222847,0.0002954434408744,0.0
64.5,0.1256,4.571e+51,64.50361965177183,69/LOGS/profile49,0.0,0.0,51.65643626495444,0.678302711302356,66.9317064326443,6.884000000000001e+51,2.8181333621013085,3.0561946840951815e-05,64.57764823186282,4.661e+51,2.565020288289132,3.0561946840951815e-05,0.0005785715481456,64.50361985652408,4.571e+51,1.1058512791791395,0.0002908020192232,0.0
66.36,0.1242,4.702e+51,66.35899589448607,70/LOGS/profile34,0.0,0.0,57.23230954037891,0.6967443058577782,68.925091514068,7.125e+51,2.851949106745831,1.869515592497141e-05,66.43728397280563,4.795e+51,2.592596825550712,2.55353474175598e-05,0.0010591383421968,66.35899604983214,4.702e+51,1.1099790536089529,0.0002881814372325,0.0
68.22,0.1231,4.928e+51,68.21510749896795,71/LOGS/profile27,0.0,0.0,60.51974716768336,0.7330819220567264,70.93143104590521,7.399000000000001e+51,2.862817156932276,1.830859416768365e-05,68.29693179536396,5.018e+51,2.6110379147073086,2.456413397322464e-05,0.0011705724638764,68.21510764034339,4.928e+51,1.135815848203927,0.0002713505083644,0.0
70.06,0.1203,5.0760000000000005e+51,70.06183661847724,72/LOGS/profile29,0.0,0.0,59.104011039572256,0.7365518302394337,72.92685375416985,7.648e+51,2.8847082021421224,1.7903012639176385e-05,70.1479273455759,5.172e+51,2.6286209316059206,2.401748112295973e-05,0.0005474600446496,70.06183677188686,5.0760000000000005e+51,1.139838901789452,0.0002832892044497,0.0
71.93,0.117,5.2110000000000004e+51,71.92516418542672,73/LOGS/profile31,0.0,0.0,62.78977186726621,0.7742941344403459,74.91664473721582,7.927e+51,2.9287179124718428,1.7590550799580356e-05,72.01101825864669,5.31e+51,2.665872979031935,2.398807741587104e-05,0.0010029483361787,71.92516430605883,5.2110000000000004e+51,1.159790368939592,0.0002705052644081,0.0
73.84,0.1128,5.297e+51,73.8352498601045,74/LOGS/profile32,0.0,0.0,59.85921612050036,0.8306165697470145,76.9171659079988,8.185e+51,3.0246136180834275,1.7206237779570333e-05,73.92839844288751,5.401e+51,2.775022846777237,2.225244893739597e-05,0.001008471445284,73.83524998818,5.297e+51,1.2257447375452826,0.0002487265706313,0.0
75.67,0.1089,5.3700000000000004e+51,75.66614097331323,75/LOGS/profile32,0.0,0.0,61.5580078819077,0.8455944743087355,78.91629251798432,8.431e+51,3.046175108482764,1.6843217281057527e-05,75.75990289702256,5.471e+51,2.780876716637047,2.143219678075523e-05,0.0004359940510898,75.66614110137006,5.3700000000000004e+51,1.2445157443901558,0.0002376455705177,0.0
4.391,0.3149,2.921e+50,4.983955656801873,76/LOGS/profile52,141.98698963688213,0.005233,2.9525668102115064,1.4605604992006835,4.999521876684241,3.0180000000000003e+50,1.5345153826537623,0.0005108739055314,4.985299930825587,2.941e+50,1.5345153826537623,0.0005108739055314,0.001269565515945,4.983957642932914,2.921e+50,1.5345153826537623,0.0003535695025774,2.447e+51
12.12,0.4126,1.162e+51,12.85616137659034,80/LOGS/profile35,53.08342394052854,0.02575,9.851594057828686,0.7354441695510722,12.996797635849118,1.293e+51,1.114219046630613,0.00093277059214,12.876929394473212,1.186e+51,0.9762008922595844,0.00093277059214,0.0032122383894407,12.856162276601191,1.162e+51,0.8064584154885233,0.00093277059214,8.287e+51
14.09,0.4145,1.411e+51,14.815683662855363,81/LOGS/profile39,55.882242336056045,0.02516,11.55234470596838,0.8043492864928542,14.99587141208344,1.587e+51,1.208872098765048,0.0009029816437921,14.856367282062095,1.4590000000000001e+51,1.090095694564153,0.0009029816437921,0.0027794229224604,14.815684279987204,1.411e+51,0.9618744276194836,0.0009029816437921,8.876000000000001e+51
16.1,0.4395,1.66e+51,16.760192257891006,82/LOGS/profile66,52.14726623093205,0.02049,13.029430323410947,0.7221370521883417,16.992891777048552,1.904e+51,1.2963270564037377,0.0009659975188538,16.794254053824588,1.7040000000000002e+51,1.1533542689975107,0.0009659975188538,0.0022861319379448,16.760192764421138,1.66e+51,1.1533542689975107,0.0010743815794177,1.038e+52
18.16,0.4619,1.925e+51,18.706640268786785,83/LOGS/profile51,56.34681016470478,0.01565,14.331252983851549,0.6814767426691215,18.99094064798579,2.2360000000000002e+51,1.3728670879332237,0.0009812022667009,18.74977469587799,1.984e+51,1.2344508022817942,0.0009812022667009,0.0015936420537495,18.70664068609994,1.925e+51,0.7757660160471914,0.0011670487483364,1.027e+52
20.16,0.4639,2.191e+51,20.63917421172673,84/LOGS/profile66,59.66351994844721,0.01034,14.434215655399278,1.1363196138448617,20.990950295301424,2.599e+51,1.4592497160718714,0.0009626359184205,20.704896992300128,2.284e+51,1.3110702138121064,0.0009626359184205,0.0017423426085308,20.63917502699436,2.191e+51,1.1567404334148237,0.0011995427041878,9.189e+51
22.24,0.4699,2.4680000000000002e+51,22.576203848144267,85/LOGS/profile86,57.53933001605698,0.01025,18.232707956533066,0.7567837833625017,22.99028712221768,2.965e+51,1.5340061327134191,0.0009318550708432,22.633042756791948,2.552e+51,1.3719340010205752,0.0009318550708432,0.0014968774401343,22.5762041121153,2.4680000000000002e+51,0.7585533624077898,0.0012570146906356,7.274000000000001e+51
24.23,0.4666,2.8110000000000002e+51,24.54034811010655,86/LOGS/profile80,69.42834185956168,0.009865,19.23060665880809,0.7396978142614518,24.988481653542934,3.356e+51,1.5913265471107885,0.0008498393935175,24.55972442756387,2.8440000000000002e+51,1.4238965059818682,0.0008498393935175,0.0011956180850163,24.54034811010655,2.8110000000000002e+51,0.7396978142614518,0.0011956180850163,6.105e+51
26.19,0.4454,3.055e+51,26.450157306995457,87/LOGS/profile74,72.69522712640108,0.008751,21.095857539708177,0.7744255298772469,26.98646498479858,3.7430000000000004e+51,1.6755000151596535,0.0004925647625172,26.51073804672845,3.153e+51,1.5114416435133082,0.0004925647625172,0.0011132928559196,26.450157306995457,3.055e+51,0.7744255298772469,0.0011132928559196,4.835e+51
28.14,0.4259,3.305e+51,28.377081296452147,88/LOGS/profile99,73.05967524403617,0.007635,23.553932101059747,0.8975711451626822,28.985488253793847,4.102e+51,1.7454596571239236,0.0007494296778909,28.442611948306663,3.413e+51,1.575699346811437,0.0007494296778909,0.0011581265710573,28.377081296452147,3.305e+51,0.8975711451626822,0.0011581265710573,4.009e+51
30.1,0.4127,3.6180000000000004e+51,30.30225614815364,89/LOGS/profile87,64.81798825876318,0.01164,24.724377502771844,0.7052273618058241,30.983443399422697,4.537e+51,1.8050162157414376,0.0007175052410921,30.35139708630097,3.704e+51,1.6223038651341748,0.0007175052410921,0.0016130025504481,30.30225668340307,3.6180000000000004e+51,0.760258155457634,0.0010300851143787,3.204e+51
32.05,0.3981,3.898e+51,32.22933804040544,90/LOGS/profile100,70.05764105309903,0.0166,24.46572880366584,0.7659259265259968,32.979907790043704,4.909e+51,1.8459285376211425,0.0007160137494877,32.25593205840557,3.948e+51,1.643507587667518,0.0007160137494877,0.0017001710084811,32.229338585855054,3.898e+51,0.8392464004288968,0.0009428140289255,2.944e+51
47.41,0.304,6.031e+51,47.472198983333776,98/LOGS/profile52,77.17918683666674,0.008747,42.41150383738412,0.7779794728356141,48.96187744759462,8.327000000000001e+51,2.3112340132662488,4.38181749700666e-05,47.52563932770895,6.143e+51,2.0889072476750763,6.688408025638062e-05,0.0011576297180871,47.47219937237301,6.031e+51,0.9265816239342748,0.0007119147017622,6.689e+50
60.63,0.2378,7.718e+51,60.64031420859423,105/LOGS/profile32,61.411308884904656,0.004359,55.178479663504106,0.5974218222120176,62.94226955048657,1.1479999999999999e+52,2.652181635261036,3.6195329178950606e-05,60.71038903232262,7.87e+51,2.389839405622065,5.257922181293184e-05,0.0013815807473276,60.64031453625222,7.718e+51,1.0503028713329934,0.0005791276396449,9.858e+49
