Mbh,abh,AMexp,Mexp,filename,tff,Md,Mco,Rexp,MHe_form,AMfinal_He_form,R_He_form,Omega_mean_He_form,MHe_dep,AMfinal_He_dep,R_He_dep,Omega_mean_He_dep,Omega_mean_exp,Mc12_dep,AM_c12_dep,R_c12_dep,Omega_c12_dep,Eacc
4.984,0.1515,3.256e+49,4.9842222924689805,0/LOGS/profile72,970.882881860936,5.155e-09,2.970036300074861,1.4008171874779969,4.999525745077429,3.355e+49,1.4534482417649028,0.0002592384670856,4.989662875559128,3.3e+49,1.4534482417649028,0.0002592384670856,0.000877240829782,4.98422292043631,3.256e+49,1.4534482417649028,0.0002592384670856,8.553000000000002e+47
8.938,0.112,7.782e+49,8.938068294867508,2/LOGS/profile35,0.0,0.0,6.534862370835724,1.206268080501829,8.998252161919673,8.284999999999999e+49,1.206268080501829,0.0001812775073258,8.955658023445467,7.956e+49,1.206268080501829,0.0001812775073258,0.0007845872667722,8.938068599708135,7.782e+49,1.206268080501829,0.0001812775073258,0.0
10.9,0.101,1.038e+50,10.904302719921851,3/LOGS/profile11,0.0,0.0,8.212380410409475,0.8827585633419937,10.996840342638556,1.125e+50,1.01307762135696,0.0001442306293774,10.917030840107495,1.0530000000000001e+50,0.8950315597923721,0.0001442306293774,0.0065280758176715,10.904303050569998,1.038e+50,0.8950315597923721,0.0001442306293774,0.0
12.86,0.09061,1.3e+50,12.86284905683244,4/LOGS/profile15,0.0,0.0,9.931897789369172,0.8473446232505197,12.996818447594464,1.436e+50,1.113581049393665,0.0001239397365217,12.898853194260134,1.3440000000000001e+50,0.997859538499228,0.0001239397365217,0.0003636874485843,12.866602621464546,1.306e+50,0.9167265615520224,0.0001239397365217,0.0
14.82,0.08314,1.574e+50,14.819475378112294,5/LOGS/profile32,0.0,0.0,11.295111634082652,0.9311934793895392,14.995898219566415,1.763e+50,1.2088825978116793,0.0001164032965727,14.852811424321985,1.618e+50,1.075430549770876,0.0001164032965727,0.0002875019767343,14.81947570506418,1.574e+50,0.9401791151294436,0.0001164032965727,0.0
16.8,0.07775,1.897e+50,16.796576059445925,6/LOGS/profile33,0.0,0.0,12.52251579688742,0.9845345258675264,16.99298936866435,2.114e+50,1.2979613623518764,8.91125701149698e-05,16.805016020850616,1.91e+50,1.1999686878069842,8.91125701149698e-05,0.000491509600476,16.796576803079034,1.897e+50,1.1999686878069842,0.0001003249121995,0.0
18.72,0.07083,2.161e+50,18.71924978664701,7/LOGS/profile2,0.0,0.0,14.310665710727728,0.7055570452586378,18.991076980981436,2.4830000000000003e+50,1.37022537306434,0.0001068393182807,18.76336513180105,2.226e+50,1.2327657975957058,0.0001068393182807,0.0001909765851506,18.71924978664701,2.161e+50,0.7055570452586378,0.0001909765851506,0.0
20.66,0.06751,2.48e+50,20.66079562160242,8/LOGS/profile31,0.0,0.0,15.34392657755656,0.7304018937542489,20.990110579497443,2.8850000000000003e+50,1.4599677632595247,0.0001039171386655,20.706795852084635,2.5520000000000003e+50,1.3018301571432762,0.0001039171386655,0.0002352399264655,20.66079576500896,2.48e+50,0.8774980115957205,0.0001508013051628,0.0
22.6,0.06317,2.79e+50,22.60132873379703,9/LOGS/profile86,0.0,0.0,15.175533314670114,0.8707772062387114,22.99065679296949,3.292e+50,1.531292645039432,9.808244332242738e-05,22.65301351016181,2.874e+50,1.369116242471996,9.808244332242738e-05,0.0001716561671474,22.60132873379703,2.79e+50,0.8707772062387114,0.0001716561671474,0.0
24.54,0.0605,3.144e+50,24.53723292088093,10/LOGS/profile4,0.0,0.0,20.2866031855556,0.8235434223673805,24.988453807279143,3.726e+50,1.6025844546231351,9.373901647413594e-05,24.58761074669316,3.227e+50,1.4351912498912718,9.373901647413594e-05,0.0001825792448787,24.53723292088093,3.144e+50,0.8235434223673805,0.0001825792448787,0.0
26.47,0.05759,3.473e+50,26.47226242784079,11/LOGS/profile43,0.0,0.0,21.502558968452306,0.7727155238090473,26.987107854503545,4.156e+50,1.667056243428818,8.806228908246269e-05,26.529218217472422,3.569e+50,1.504348361705065,8.806228908246269e-05,0.0001706696744962,26.47226242784079,3.473e+50,0.7727155238090473,0.0001706696744962,0.0
28.43,0.05461,3.8070000000000006e+50,28.42582628271153,12/LOGS/profile31,0.0,0.0,20.56418730574578,0.8878590285596979,28.98460245023484,4.552e+50,1.727574523385109,7.884504516263365e-05,28.44789776799612,3.842e+50,1.546682008765791,7.884504516263365e-05,0.0002213678562949,28.425826563373647,3.8070000000000006e+50,0.8878590285596979,0.0001093248895809,0.0
30.34,0.05159,4.138e+50,30.337195650851893,13/LOGS/profile21,0.0,0.0,25.33067243508254,0.6510370304854884,30.982942277958426,5.035e+50,1.8083795914325007,7.729773555553254e-05,30.38870567060803,4.23e+50,1.621952222883904,7.729773555553254e-05,0.0003399660494709,30.3371959754973,4.138e+50,0.81224468883401,0.0001146305017235,0.0
32.27,0.04934,4.447e+50,32.26942417750317,14/LOGS/profile66,0.0,0.0,23.49901062033885,1.042028477908154,32.98156354104504,5.451e+50,1.8517983785264227,7.962423190718952e-05,32.294992368548606,4.49e+50,1.6557731374411493,7.962423190718952e-05,0.0001854565122264,32.269424500641115,4.447e+50,1.1582583768773038,9.606362805238183e-05,0.0
34.19,0.04667,4.756e+50,34.18958285457827,15/LOGS/profile60,0.0,0.0,25.82381214231441,1.0152188399808688,34.97884663675776,5.892e+50,1.912102881513687,6.826530487782223e-05,34.21682328887285,4.802e+50,1.7125180685303012,6.826530487782223e-05,0.0002482948457308,34.18958321172654,4.756e+50,1.35780888236752,0.0001108198234081,0.0
36.11,0.04526,5.1040000000000005e+50,36.10790721451999,16/LOGS/profile85,0.0,0.0,25.748697893422985,225.41519290103915,36.97373006812415,6.342e+50,225.41519290103915,7.417646897489207e-05,36.13959179462577,5.155e+50,225.41519290103915,7.417646897489207e-05,0.0045134604037198,36.1079075286129,5.1040000000000005e+50,225.41519290103915,0.000289721824543,0.0
38.02,0.04324,5.409e+50,38.01796881780173,17/LOGS/profile33,0.0,0.0,20.43402752770932,4.752094779415005,38.97557997891405,6.808e+50,4.752094779415005,9.420746621143168e-05,38.04999735448821,5.4630000000000005e+50,4.752094779415005,9.420746621143168e-05,0.000821783777222,38.01796910131251,5.409e+50,4.752094779415005,9.420746621143168e-05,0.0
39.92,0.04217,5.812000000000001e+50,39.92299655534798,18/LOGS/profile65,0.0,0.0,18.368140897826127,329.3006934270711,40.97322009075578,7.313e+50,329.3006934270711,0.000103429100701,39.957563450709664,5.8660000000000005e+50,329.3006934270711,0.000103429100701,0.0010474901909707,39.92299683569306,5.812000000000001e+50,329.3006934270711,0.000103429100701,0.0
41.82,0.03949,6.004e+50,41.82335161327435,19/LOGS/profile92,0.0,0.0,29.879794522674235,1.290026213678389,42.97009836994974,7.776e+50,2.1830826909133934,5.585648763187851e-05,41.894135190422894,6.15e+50,1.963343822282952,5.585648763187851e-05,0.0002143826531284,41.82335211851835,6.004e+50,1.5725553035420352,0.0001129426806863,0.0
43.74,0.03948,6.547e+50,43.73647722398874,20/LOGS/profile51,0.0,0.0,39.16950957891744,1.389493882303817,44.96630340149383,8.247000000000001e+50,2.2012365575329143,5.047297119165288e-06,43.77494051385377,6.602e+50,1.968671079662735,6.873065716131896e-06,0.0001433796894844,43.73647744343759,6.547e+50,1.389493882303817,7.32226112770689e-05,0.0
45.65,0.03817,6.9800000000000005e+50,45.64605688750288,21/LOGS/profile47,0.0,0.0,40.94098465831758,0.6463521708576351,46.963418204230734,8.751e+50,2.265641631303692,4.812357315475572e-06,45.69193869623796,7.041e+50,2.0433591143241685,6.419951041402055e-06,0.0002178841237982,45.64605733155484,6.9800000000000005e+50,0.8829661545194895,7.145508266625397e-05,0.0
47.55,0.03699,7.3410000000000004e+50,47.5457815144913,22/LOGS/profile80,0.0,0.0,42.76476676567177,0.505163981315941,48.9625711726479,9.242e+50,2.3186127478600653,4.341914490958584e-05,47.59163764965472,7.402e+50,2.0886581675098417,4.341914490958584e-05,0.0002032763264824,47.5457817693249,7.3410000000000004e+50,0.9211823650204152,6.893406626456481e-05,0.0
49.44,0.03633,7.682e+50,49.43944435608783,23/LOGS/profile38,0.0,0.0,44.40268256503807,2.9990755713808754,50.9593509350936,9.704e+50,2.9990755713808754,4.649997487504046e-06,49.48717286870232,7.742e+50,2.9990755713808754,5.948795383860862e-06,0.000333189655711,49.43944458512287,7.682e+50,2.9990755713808754,6.294356925505134e-05,0.0
51.35,0.03474,8.039e+50,51.34698863808774,24/LOGS/profile61,0.0,0.0,46.08609793712223,0.5203077670315502,52.95743438666294,1.019e+51,2.4449797770306576,3.9411334710305336e-05,51.39782985682517,8.105e+50,2.2038759494617834,3.9411334710305336e-05,0.0001704555908322,51.34698884893233,8.039e+50,0.9690662971087356,6.322813998063895e-05,0.0
53.25,0.03304,8.137e+50,53.249908439402326,25/LOGS/profile68,0.0,0.0,47.57547932790546,24.19059641413224,54.95363072413343,1.0750000000000001e+51,24.19059641413224,3.911305528487341e-05,53.307909628125294,8.234e+50,24.19059641413224,3.911305528487341e-05,0.000126548923157,53.24990863003431,8.137e+50,24.19059641413224,6.479789358275588e-05,0.0
55.14,0.0318,8.486e+50,55.13854321664386,26/LOGS/profile100,0.0,0.0,49.37803778454123,0.5730655691942838,56.94877322561016,1.121e+51,2.565117682753206,3.8489757065802847e-05,55.2087219710892,8.592e+50,2.331852809492412,3.8489757065802847e-05,0.0001946335563923,55.138543417289846,8.486e+50,1.0224011648249465,5.947266072553e-05,0.0
57.03,0.03094,8.833e+50,57.03057416314854,27/LOGS/profile92,0.0,0.0,51.15428422928195,0.5765724650343083,58.94598921221407,1.1710000000000001e+51,2.6178799873766305,3.7355557777352535e-05,57.09844371107162,8.933e+50,2.386447423022381,3.7355557777352535e-05,0.000192576293996,57.03057434556239,8.833e+50,1.0216335028834602,6.0129091124144695e-05,0.0
58.87,0.03142,9.44e+50,58.86512658535735,28/LOGS/profile30,0.0,0.0,52.713519075466095,0.6075607959426275,60.94597332691134,1.223e+51,2.605841117417626,4.110280084720452e-06,58.92771711264165,9.507e+50,2.346485221686068,4.696788062200231e-06,0.0003810637419697,58.86512677087557,9.44e+50,1.0344837668895452,5.28712919509248e-05,0.0
60.77,0.03052,9.889e+50,60.76525241419999,29/LOGS/profile33,0.0,0.0,54.95220285927957,0.6283719261136274,62.93063713297354,1.272e+51,2.6714894531357047,4.005118005094958e-06,60.8303901971039,9.957e+50,2.417849444704136,4.53640031436869e-06,0.0001393567701518,60.765252564686975,9.889e+50,1.059567527462886,5.238336958970585e-05,0.0
62.67,0.02936,1.005e+51,62.67364315059531,30/LOGS/profile73,0.0,0.0,53.85409725376643,0.6534171305535842,64.93913527039511,1.329e+51,2.7494158979480985,3.0084647339906368e-05,62.74257180433794,1.014e+51,2.5083652326678894,3.0084647339906368e-05,0.0001446619356881,62.67364330623607,1.005e+51,1.093607204986059,5.181800543788519e-05,0.0
64.56,0.02782,1.0030000000000001e+51,64.55605316305517,31/LOGS/profile60,0.0,0.0,51.6511101323973,0.6913386430522448,66.93210844790757,1.3760000000000001e+51,2.816087372749107,3.0427277923048265e-05,64.6279410886101,1.0130000000000001e+51,2.564710028649406,3.0427277923048265e-05,0.0008254260474952,64.55605361162625,1.0030000000000001e+51,1.0981097774301125,5.3014250067412806e-05,0.0
66.38,0.0286,1.0920000000000001e+51,66.37962608197111,32/LOGS/profile36,0.0,0.0,59.87518985952949,0.6984105276313536,68.9295444895232,1.425e+51,2.794888428090983,3.71856333936472e-06,66.45368454981795,1.1000000000000001e+51,2.531461286533845,4.105635000678179e-06,0.0003190427044672,66.37962621590813,1.0920000000000001e+51,1.1028969189495166,4.935550328664346e-05,0.0
68.3,0.02658,1.0730000000000001e+51,68.29966655744782,33/LOGS/profile47,0.0,0.0,55.24850405484479,0.7389442569608106,70.92596030887678,1.478e+51,2.90803888514,4.50599116138738e-06,68.3780961782516,1.0840000000000001e+51,2.6496284628652167,4.50599116138738e-06,0.0002392294130869,68.29966669418549,1.0730000000000001e+51,1.1489279918646187,4.8488663763222365e-05,0.0
70.18,0.02683,1.159e+51,70.17632282263222,34/LOGS/profile60,0.0,0.0,53.32746998587982,0.7408237531804793,72.9281423623215,1.529e+51,2.941285166315129,1.4556365450268948e-05,70.2577313324995,1.167e+51,2.69562007496991,1.4556365450268948e-05,0.0001144054572137,70.17632294017754,1.159e+51,1.1416110364831709,4.703891215940989e-05,0.0
71.99,0.02717,1.222e+51,71.99410222345988,35/LOGS/profile29,0.0,0.0,60.4400321151176,0.7412277391498089,74.92358801044867,1.586e+51,2.936919861003895,3.509637866580297e-06,72.0784067330303,1.228e+51,2.672660250719524,3.60601038561356e-06,0.000220763050844,71.99410234350643,1.222e+51,1.156204479402961,4.378287041035608e-05,0.0
73.93,0.02621,1.2430000000000001e+51,73.9252899087891,36/LOGS/profile49,0.0,0.0,56.445353652551816,0.816133215751305,76.91137037319751,1.635e+51,3.045926590311094,3.638925114233384e-06,74.01600165030784,1.251e+51,2.804952809454796,3.638925114233384e-06,0.0001524381940272,73.92529002936107,1.2430000000000001e+51,1.2032237458764512,4.270232040413312e-05,0.0
75.77,0.0253,1.2600000000000001e+51,75.77414848914381,37/LOGS/profile44,0.0,0.0,61.18886400433566,0.8604780894824848,78.91591284162818,1.6850000000000002e+51,3.083733228338565,2.947659275824994e-06,75.86586019841663,1.2690000000000001e+51,2.8285678492387616,3.538130905788689e-06,0.0002704400508968,75.77414858622,1.2600000000000001e+51,1.2461693709155357,4.240722358507243e-05,0.0
4.685,0.325,1.6230000000000001e+50,4.983493570378596,38/LOGS/profile53,195.7124958008299,0.000888,3.001687715669932,1.3065530688142752,4.999523846744373,1.6770000000000001e+50,1.3629765629980557,0.0002390551437138,4.989258254314854,1.648e+50,1.3629765629980557,0.0002390551437138,0.0011759878642148,4.983496267236113,1.6230000000000001e+50,1.3629765629980557,0.0003460342669607,1.488e+51
6.632,0.3141,2.6880000000000002e+50,6.962547228501416,39/LOGS/profile86,129.1381581676299,0.001823,4.7539705029327255,1.2679909233044042,6.99890169619513,2.829e+50,1.2679909233044042,0.0005175489720951,6.974225955027765,2.743e+50,1.2679909233044042,0.0005175489720951,0.0014879143826285,6.9625475795085885,2.6880000000000002e+50,1.2679909233044042,0.0005175489720951,1.642e+51
10.61,0.3319,5.1910000000000006e+50,10.905085736767283,41/LOGS/profile89,111.65817752791764,0.002211,8.223397704620607,0.9957405502644612,10.996819130975537,5.624e+50,1.1378615586110152,0.0005289034250723,10.927890244657254,5.321000000000001e+50,1.1378615586110152,0.0005289034250723,0.0009791196050956,10.905086169568968,5.1910000000000006e+50,1.1378615586110152,0.0005289034250723,1.9540000000000002e+51
16.65,0.339,9.247e+50,16.764552535049432,44/LOGS/profile53,100.85801124391406,0.002051,12.928645841210749,0.7061152607240834,16.992941645437874,1.0570000000000001e+51,1.2974704087818882,0.0005332556303622,16.81722941541844,9.615e+50,1.1677061637031156,0.0005332556303622,0.0010824775708194,16.764552984277724,9.247e+50,0.8197855256282278,0.0005757549475029,9.913e+50
18.65,0.332,1.0750000000000001e+51,18.71582590728753,45/LOGS/profile10,107.84762114055776,0.001259,14.378103874824694,0.8304752232936568,18.99101065158884,1.242e+51,1.3774794770777918,0.0005269244107622,18.75569224917017,1.105e+51,1.2351359900340655,0.0005269244107622,0.0009106804873275,18.715826123334026,1.0750000000000001e+51,0.8386854481244468,0.0005999123756586,6.2250000000000004e+50
20.61,0.3212,1.229e+51,20.65521365905723,46/LOGS/profile46,109.41956469292656,0.0009907,14.083531157301586,0.7357767239115962,20.990043183610485,1.443e+51,1.4616237252835462,0.0005248221841922,20.7017796886848,1.266e+51,1.3040669324203922,0.0005248221841922,0.000863554780724,20.65521373245664,1.229e+51,0.7357767239115962,0.0006850508060545,3.4650000000000003e+50
24.53,0.2936,1.57e+51,24.553090683617764,48/LOGS/profile94,123.49894753144169,0.0006737,18.000633777867048,0.7633140138092492,24.988650844798013,1.8640000000000002e+51,1.591806669893146,0.000461640212269,24.573469498908388,1.589e+51,1.42833930727144,0.000461640212269,0.0006454890415173,24.553090683617764,1.57e+51,0.7633140138092492,0.0006454890415173,1.874e+50
26.44,0.2786,1.699e+51,26.453756443637904,49/LOGS/profile31,109.12736510714734,0.0006749,21.040899805032872,0.7547945208261996,26.98681395648647,2.0780000000000002e+51,1.670792544918387,0.0004532320311586,26.51970793115889,1.7570000000000002e+51,1.5027861541362713,0.0004532320311586,0.0008548064565403,26.45375649781223,1.699e+51,0.7547945208261996,0.0006609254012128,1.3e+50
28.38,0.2613,1.8450000000000002e+51,28.38787136625757,50/LOGS/profile41,117.76949603593243,0.0005365,20.50795547044316,0.7320380824177907,28.98551781270312,2.277e+51,1.7415106220630296,0.0004218379989645,28.44779743274467,1.9000000000000002e+51,1.5689429825783234,0.0004218379989645,0.0007631138752635,28.387871796581987,1.8450000000000002e+51,0.8217629837359988,0.0006133370940194,7.836e+49
