Mbh,abh,AMexp,Mexp,filename,tff,Md,Mco,Rexp,MHe_form,AMfinal_He_form,R_He_form,Omega_mean_He_form,MHe_dep,AMfinal_He_dep,R_He_dep,Omega_mean_He_dep,Eacc
3.802e+01,0.04324,5.409e+50,38.01796881780173,17/LOGS/profile33,0.0,0.0,20.43402752770932,4.752094779415005,38.97557997891405,6.808e+50,4.752094779415005,9.420746621143168e-05,38.04999735448821,5.4630000000000005e+50,4.752094779415005,9.420746621143168e-05,0.0
3.992e+01,0.04217,5.812000000000001e+50,39.92299655534798,18/LOGS/profile65,0.0,0.0,18.368140897826127,329.3006934270711,40.97322009075578,7.313e+50,329.3006934270711,0.000103429100701,39.957563450709664,5.8660000000000005e+50,329.3006934270711,0.000103429100701,0.0
4.182e+01,0.03949,6.004e+50,41.82335161327435,19/LOGS/profile92,0.0,0.0,29.879794522674235,1.290026213678389,42.97009836994974,7.776e+50,2.1830826909133934,5.585648763187851e-05,41.894135190422894,6.15e+50,1.963343822282952,5.585648763187851e-05,0.0
4.374e+01,0.03948,6.547e+50,43.73647722398874,20/LOGS/profile51,0.0,0.0,39.16950957891744,1.389493882303817,44.96630340149383,8.247000000000001e+50,2.2012365575329143,5.047297119165288e-06,43.77494051385377,6.602e+50,1.968671079662735,6.873065716131896e-06,0.0
4.565e+01,0.03817,6.9800000000000005e+50,45.64605688750288,21/LOGS/profile47,0.0,0.0,40.94098465831758,0.6463521708576351,46.963418204230734,8.751e+50,2.265641631303692,4.812357315475572e-06,45.69193869623796,7.041e+50,2.0433591143241685,6.419951041402055e-06,0.0
4.755e+01,0.03699,7.3410000000000004e+50,47.5457815144913,22/LOGS/profile80,0.0,0.0,42.76476676567177,0.505163981315941,48.9625711726479,9.242e+50,2.3186127478600653,4.341914490958584e-05,47.59163764965472,7.402e+50,2.0886581675098417,4.341914490958584e-05,0.0
4.944e+01,0.03633,7.682e+50,49.43944435608783,23/LOGS/profile38,0.0,0.0,44.40268256503807,2.9990755713808754,50.9593509350936,9.704e+50,2.9990755713808754,4.649997487504046e-06,49.48717286870232,7.742e+50,2.9990755713808754,5.948795383860862e-06,0.0
5.135e+01,0.03474,8.039e+50,51.34698863808774,24/LOGS/profile61,0.0,0.0,46.08609793712223,0.5203077670315502,52.95743438666294,1.019e+51,2.4449797770306576,3.9411334710305336e-05,51.39782985682517,8.105e+50,2.2038759494617834,3.9411334710305336e-05,0.0
5.325e+01,0.03304,8.137e+50,53.249908439402326,25/LOGS/profile68,0.0,0.0,47.57547932790546,24.19059641413224,54.95363072413343,1.0750000000000001e+51,24.19059641413224,3.911305528487341e-05,53.307909628125294,8.234e+50,24.19059641413224,3.911305528487341e-05,0.0
5.514e+01,0.0318,8.486e+50,55.13854321664386,26/LOGS/profile100,0.0,0.0,49.37803778454123,0.5730655691942838,56.94877322561016,1.121e+51,2.565117682753206,3.8489757065802847e-05,55.2087219710892,8.592e+50,2.331852809492412,3.8489757065802847e-05,0.0
5.703e+01,0.03094,8.833e+50,57.03057416314854,27/LOGS/profile92,0.0,0.0,51.15428422928195,0.5765724650343083,58.94598921221407,1.1710000000000001e+51,2.6178799873766305,3.7355557777352535e-05,57.09844371107162,8.933e+50,2.386447423022381,3.7355557777352535e-05,0.0
5.887e+01,0.03142,9.44e+50,58.86512658535735,28/LOGS/profile30,0.0,0.0,52.713519075466095,0.6075607959426275,60.94597332691134,1.223e+51,2.605841117417626,4.110280084720452e-06,58.92771711264165,9.507e+50,2.346485221686068,4.696788062200231e-06,0.0
6.077e+01,0.03052,9.889e+50,60.76525241419999,29/LOGS/profile33,0.0,0.0,54.95220285927957,0.6283719261136274,62.93063713297354,1.272e+51,2.6714894531357047,4.005118005094958e-06,60.8303901971039,9.957e+50,2.417849444704136,4.53640031436869e-06,0.0
6.267e+01,0.02936,1.005e+51,62.67364315059531,30/LOGS/profile73,0.0,0.0,53.85409725376643,0.6534171305535842,64.93913527039511,1.329e+51,2.7494158979480985,3.0084647339906368e-05,62.74257180433794,1.014e+51,2.5083652326678894,3.0084647339906368e-05,0.0
6.456e+01,0.02782,1.0030000000000001e+51,64.55605316305517,31/LOGS/profile60,0.0,0.0,51.6511101323973,0.6913386430522448,66.93210844790757,1.3760000000000001e+51,2.816087372749107,3.0427277923048265e-05,64.6279410886101,1.0130000000000001e+51,2.564710028649406,3.0427277923048265e-05,0.0
6.638e+01,0.0286,1.0920000000000001e+51,66.37962608197111,32/LOGS/profile36,0.0,0.0,59.87518985952949,0.6984105276313536,68.9295444895232,1.425e+51,2.794888428090983,3.71856333936472e-06,66.45368454981795,1.1000000000000001e+51,2.531461286533845,4.105635000678179e-06,0.0
6.830e+01,0.02658,1.0730000000000001e+51,68.29966655744782,33/LOGS/profile47,0.0,0.0,55.24850405484479,0.7389442569608106,70.92596030887678,1.478e+51,2.90803888514,4.50599116138738e-06,68.3780961782516,1.0840000000000001e+51,2.6496284628652167,4.50599116138738e-06,0.0
7.018e+01,0.02683,1.159e+51,70.17632282263222,34/LOGS/profile60,0.0,0.0,53.32746998587982,0.7408237531804793,72.9281423623215,1.529e+51,2.941285166315129,1.4556365450268948e-05,70.2577313324995,1.167e+51,2.69562007496991,1.4556365450268948e-05,0.0
7.199e+01,0.02717,1.222e+51,71.99410222345988,35/LOGS/profile29,0.0,0.0,60.4400321151176,0.7412277391498089,74.92358801044867,1.586e+51,2.936919861003895,3.509637866580297e-06,72.0784067330303,1.228e+51,2.672660250719524,3.60601038561356e-06,0.0
7.393e+01,0.02621,1.2430000000000001e+51,73.9252899087891,36/LOGS/profile49,0.0,0.0,56.445353652551816,0.816133215751305,76.91137037319751,1.635e+51,3.045926590311094,3.638925114233384e-06,74.01600165030784,1.251e+51,2.804952809454796,3.638925114233384e-06,0.0
7.577e+01,0.0253,1.2600000000000001e+51,75.77414848914381,37/LOGS/profile44,0.0,0.0,61.18886400433566,0.8604780894824848,78.91591284162818,1.6850000000000002e+51,3.083733228338565,2.947659275824994e-06,75.86586019841663,1.2690000000000001e+51,2.8285678492387616,3.538130905788689e-06,0.0
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
6.262e+01,0.1311,4.5080000000000005e+51,62.61594263806825,68/LOGS/profile36,0.0,0.0,55.39429102643686,0.6369593359897303,64.93581328094163,6.645000000000001e+51,2.748251423275978,1.963781449050916e-05,62.6870685431866,4.591e+51,2.501272159088645,2.7631827147190595e-05,0.0
6.450e+01,0.1256,4.571e+51,64.50361965177183,69/LOGS/profile49,0.0,0.0,51.65643626495444,0.678302711302356,66.9317064326443,6.884000000000001e+51,2.8181333621013085,3.0561946840951815e-05,64.57764823186282,4.661e+51,2.565020288289132,3.0561946840951815e-05,0.0
6.636e+01,0.1242,4.702e+51,66.35899589448607,70/LOGS/profile34,0.0,0.0,57.23230954037891,0.6967443058577782,68.925091514068,7.125e+51,2.851949106745831,1.869515592497141e-05,66.43728397280563,4.795e+51,2.592596825550712,2.55353474175598e-05,0.0
6.822e+01,0.1231,4.928e+51,68.21510749896795,71/LOGS/profile27,0.0,0.0,60.51974716768336,0.7330819220567264,70.93143104590521,7.399000000000001e+51,2.862817156932276,1.830859416768365e-05,68.29693179536396,5.018e+51,2.6110379147073086,2.456413397322464e-05,0.0
7.006e+01,0.1203,5.0760000000000005e+51,70.06183661847724,72/LOGS/profile29,0.0,0.0,59.104011039572256,0.7365518302394337,72.92685375416985,7.648e+51,2.8847082021421224,1.7903012639176385e-05,70.1479273455759,5.172e+51,2.6286209316059206,2.401748112295973e-05,0.0
7.193e+01,0.117,5.2110000000000004e+51,71.92516418542672,73/LOGS/profile31,0.0,0.0,62.78977186726621,0.7742941344403459,74.91664473721582,7.927e+51,2.9287179124718428,1.7590550799580356e-05,72.01101825864669,5.31e+51,2.665872979031935,2.398807741587104e-05,0.0
7.384e+01,0.1128,5.297e+51,73.8352498601045,74/LOGS/profile32,0.0,0.0,59.85921612050036,0.8306165697470145,76.9171659079988,8.185e+51,3.0246136180834275,1.7206237779570333e-05,73.92839844288751,5.401e+51,2.775022846777237,2.225244893739597e-05,0.0
7.567e+01,0.1089,5.3700000000000004e+51,75.66614097331323,75/LOGS/profile32,0.0,0.0,61.5580078819077,0.8455944743087355,78.91629251798432,8.431e+51,3.046175108482764,1.6843217281057527e-05,75.75990289702256,5.471e+51,2.780876716637047,2.143219678075523e-05,0.0
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,
