Mbh		 abh		 AMexp		  Mexp		 filename		 tff			 Md			 Mco			 Rexp			  MHe_form			  AMfinal_He_form			 R_He_form		  Omega_mean_He_form		  MHe_dep		  AMfinal_He_dep		 R_He_dep		  Omega_mean_He_dep	 Omega_mean_exp	 Mc12_dep		 AM_c12_dep		 R_c12_dep		 Omega_c12_dep		 Eacc
3.663e+01	1.164e-01	2.829e+52	55.83636287592318	750/LOGS/profile89	14.159170121038267	8.728e-01	51.23707277839746	0.9469782787021401	60.91740947820282	1.058e+53	2.7373077024890144	0.00035200709622078	57.025845152481295	4.679e+52	2.4807600383411885	0.00035998480030873713	0.001513513277144404	55.83636287592318	2.829e+52	0.9469782787021401	0.001513513277144404	7.440e+52
3.797e+01	1.163e-01	2.963e+52	57.65358435094592	751/LOGS/profile81	14.39837862048469	8.813e-01	52.1140355963811	0.9735210285201664	62.907230999277964	1.103e+53	2.7819815270718853	0.0003440203676476999	58.84371242896522	4.844e+52	2.525946648753893	0.00034903973426859936	0.0014722911255263056	57.65358435094592	2.963e+52	0.9735210285201664	0.0014722911255263056	7.665e+52
3.911e+01	1.163e-01	3.103e+52	59.46242175686815	752/LOGS/profile82	14.620996063700103	9.002e-01	54.10359449262504	0.9940321958314446	64.91296352602627	1.154e+53	2.81875458370205	0.000337711921948499	60.65373157716011	5.013e+52	2.5618411822769085	0.00033991574406871364	0.0014338093523499423	59.46242175686815	3.103e+52	0.9940321958314446	0.0014338093523499423	7.838e+52
4.053e+01	1.162e-01	3.157e+52	61.227648228942606	753/LOGS/profile82	14.940014707062588	8.861e-01	55.839361880806166	0.9874904429103557	66.88392461045675	1.193e+53	2.880126850360826	0.000329923416269974	62.41823745809422	5.038e+52	2.634063880853875	0.0003247021074657371	0.001370577850351804	61.227648228942606	3.157e+52	0.9874904429103557	0.001370577850351804	8.074e+52
4.200e+01	1.161e-01	3.361e+52	63.08540861980317	754/LOGS/profile99	15.068963963252505	9.278e-01	57.966497485781275	1.013958397876967	68.8931431281611	1.239e+53	2.902910200397288	0.000321656318430668	64.25166566593279	5.260e+52	2.630456737036024	0.0003229864210517433	0.0013672514637804109	63.08540861980317	3.361e+52	1.013958397876967	0.0013672514637804109	8.305e+52
4.350e+01	1.161e-01	3.508e+52	64.89883237197698	755/LOGS/profile91	15.34026035298574	9.509e-01	59.06672543708227	1.02365624347161	70.8573909545073	1.282e+53	2.936047369202299	0.0003149267608943496	66.07676854897133	5.441e+52	2.6718471960706247	0.0003142604764473044	0.0013419564793079116	64.89883237197698	3.508e+52	1.02365624347161	0.0013419564793079116	8.550e+52
4.526e+01	1.162e-01	3.610e+52	66.70621043503448	756/LOGS/profile9	15.603227700550672	1.013e+00	61.037872537043256	0.9687184581291555	72.90129857172444	1.335e+53	2.990356203337527	0.0003096076490607471	67.88467975821156	5.555e+52	2.7242121378666435	0.00030339518222533744	0.0012921788604495564	66.70621043503448	3.610e+52	0.9687184581291555	0.0012921788604495564	8.832e+52
4.586e+01	1.160e-01	3.820e+52	68.52052840967352	757/LOGS/profile84	15.874750849933484	9.833e-01	62.20833288106247	1.0719120541172107	74.89205157420535	1.385e+53	3.009726835585711	0.0003038627712504799	69.69934416718878	5.786e+52	2.7282266034795817	0.0002999870292547893	0.0012887240643803314	68.52052840967352	3.820e+52	1.0719120541172107	0.0012887240643803314	8.922e+52
4.721e+01	1.159e-01	3.928e+52	70.33857063056658	758/LOGS/profile98	16.073476067310057	9.806e-01	63.89949824564218	1.0884917370020641	76.8987316206457	1.433e+53	3.0569254800277705	0.0002979037384726203	71.49187314831956	5.875e+52	2.7820226412791578	0.0002892889311605458	0.001245337421798013	70.33857063056658	3.928e+52	1.0884917370020641	0.001245337421798013	9.148e+52
4.881e+01	1.160e-01	4.023e+52	72.11314663022864	759/LOGS/profile93	16.23768240183389	1.024e+00	65.49697214231094	1.0410102007800464	78.85363135844655	1.470e+53	3.109973457794291	0.00029223212325968524	73.27840415164206	5.988e+52	2.817820043540227	0.0002775324160019409	0.0012148460956951637	72.11314663022864	4.023e+52	1.0410102007800464	0.0012148460956951637	9.405e+52
3.731e+00	2.821e-01	5.606e+50	4.700183406323715	760/LOGS/profile86	111.67421976891443	2.107e-02	2.5321992456658946	2.3240116764496457	4.999401423836272	2.436e+51	2.3240116764496457	0.0015555704719580445	4.892873300512522	1.722e+51	2.3240116764496457	0.00168133105015259	0.0007428672170646557	4.700734317963128	5.659e+50	2.3240116764496457	0.0003774426968903994	2.803e+51
5.426e+00	2.948e-01	8.007e+50	6.50764179769836	761/LOGS/profile89	99.71638307458744	2.954e-02	3.9873216145571497	1.4781500082978654	6.998936095012763	4.279e+51	1.7828964054114258	0.0012881785973960658	6.814726693777176	2.852e+51	1.7828964054114258	0.0014234705160933885	0.0007307342838047612	6.507659922149317	8.008e+50	1.7828964054114258	0.00045952741865217797	3.809e+51
7.323e+00	3.883e-01	9.304e+50	8.274596959242276	762/LOGS/profile86	48.83057004478316	4.360e-02	6.12398035717022	0.7666951042941258	8.998221644722367	6.578e+51	1.0449905931640637	0.001142881558271104	8.714682523790575	4.089e+51	1.0449905931640637	0.0012423056485325627	0.0013123841114386183	8.275448881850247	9.347e+50	1.042847792017781	0.0012115549661183508	7.783e+51
